DE1_FILIAL,C,2,0;DE1_CODLAY,C,6,0;DE1_CODREG,C,6,0;DE1_SEQUEN,C,3,0;DE1_TIPO,C,1,0;DE1_ALIAS,C,3,0;DE1_CAMPO,C,10,0;DE1_LAYTAM,N,3,0;DE1_LAYDEC,N,2,0;DE1_POSINI,C,3,0;DE1_POSFIM,C,3,0;DE1_OBSERV,C,80,0;DE1_REGRA,C,254,0;DE1_VALID,C,128,0;DE1_POSICI,C,1,0;DE1_POSORD,C,1,0;DE1_POSCHV,C,160,0
;000004;DSC02;012;1;BD6;DIGITO MAT;1;;004;004;DIGITO DA MATRICULA;SUBSTR(POSICIONE('BA1', 2, XFILIAL('BA1')+BD6->BD6_OPEUSR+BD6->BD6_CODEMP+BD6->BD6_MATRIC+BD6->BD6_TIPREG, 'BA1_MATEMP'),11,1);;2;;
;000004;DSC02;013;1;BD6;VAL CI;8;;004;005;VALIDADE DA CI;'00000000';;2;;
;000004;DSC02;014;1;BD6;COD BENEF;3;;005;005;CODIGO DO BENEFICIARIO;SUBSTR(POSICIONE('BA1', 2, XFILIAL('BA1')+BD6->BD6_OPEUSR+BD6->BD6_CODEMP+BD6->BD6_MATRIC+BD6->BD6_TIPREG, 'BA1_MATEMP'),12,3);;2;;
;000004;DSC02;015;1;BD6;CID;4;;006;006;CID;BD6->BD6_CID;;2;;
;000004;DSC02;016;1;BD6;ATEN AMBUL;1;;006;006;ATENDIMENTO AMBULATORIAL;IIF((SUBSTR(BD6->BD6_CODPRO,1,2)>='00'.AND.SUBSTR(BD6->BD6_CODPRO,1,2)<='18').OR.SUBSTR(BD6->BD6_CODPRO,1,2)>'39','1','3');;2;;
;000004;DSC02;017;1;BD6;BRANCOS;1;;006;006;USO FUNDACAO - PREENCHER COM BRANCOS;SPACE(1);;2;;
;000004;DSC02;018;1;BD6;FUNC CIRUR;1;;006;006;FC - FUNCAO CIRURGICA;'0';;2;;
;000004;DSC02;019;1;BD6;COD SERVIC;8;;006;007;CODIGO DO SERVICO;IIF(BD7->BD7_CODUNM == 'FIL', '963000019', BD6->BD6_CODPRO);;2;;
;000004;DSC02;020;1;BD6;TIPO CIRUR;1;;007;007;TC - TIPO DE CIRURGIA;'0';;2;;
;000004;DSC02;021;1;BD6;QTD SERVIC;2;;007;007;QUANTIDADE DE SERVICO;STRZERO(BD6->BD6_QTDPRO,2);;2;;
;000004;DSC02;022;1;BD6;HORARIO;1;;007;007;HO - HORARIO 1-NORMAL/ PRE ESTABELECIDO OU 2 - EXTRAORDINARIO;'1';;2;;
;000004;DSC02;023;1;BD6;VALOR APRE;11;;007;008;CUSTO TOTAL DO SERVICO;SUBSTR(TRANSFORM(BD7->BD7_VLRTPF, '@E 999999999.99'),1,9) + SUBSTR(TRANSFORM(BD7->BD7_VLRTPF, '@E 999999999.99'),11,2);;2;;
;000004;DSC02;024;1;BD6;ENT INTERN;8;;009;009;DATA DE ENTRADA NA INTERNACAO;'00000000';;2;;
;000004;DSC02;025;1;BD6;SAI INTERN;8;;009;010;DATA DE SAIDA DA INTERNACAO;'00000000';;2;;
;000004;DSC02;026;1;BD6;MOT ALTA;1;;010;010;MOTIVO DA ALTA;'0';;2;;
;000004;DSC02;027;1;BD6;BRANCOS;22;;010;012;USO FUNDACAO - PREENCHER COM BRANCOS;SPACE(22);;2;;
;000004;DSC02;028;1;BD6;NTOTREG;;;012;012;TOTAL DE REGISTROS;NTOTREG++;;2;;
;000004;DSC02;029;1;BD6;NTOTVAL;;;012;012;TOTAL DE VALORES APRESENTADOS;NTOTVAL += BD7->BD7_VLRTPF;;2;;
;000004;DSC02;030;1;;;;;012;012;;PTULN('CESP');;2;;
;000004;DSC03;001;1;;BRANCOS;7;;000;000;USO FUNDACAO - PREENCHER COM BRANCOS;;;2;;
;000004;DSC03;002;1;;CODIGO REG;2;;000;000;CODIGO REG CONST;'DP';;2;;
;000004;DSC03;003;1;;TIPO REG;3;;001;001;TIPO REG CONST;'133';;2;;
;000004;DSC03;004;1;;CONTRATO;6;;001;001;NUMERO DO CONTRATO;'110008';;2;;
;000004;DSC03;005;1;;NUM CSP;5;;001;002;NUMERO CSP;'56495';;2;;
;000004;DSC03;006;1;;BRANCOS;35;;002;005;USO FUNDACAO - PREENCHER COM BRANCOS;;;2;;
;000004;DSC03;007;1;;PER INI;8;;005;006;PERIODO INICIAL DE COBRANCA;'00000000';;2;;
;000004;DSC03;008;1;;PER FIM;8;;006;007;PERIODO FINAL DE COBRANCA;'00000000';;2;;
;000004;DSC03;009;1;;NTOTREG;4;;007;007;QUANTIDADE;NTOTREG;;2;;
;000004;DSC03;010;1;;NTOTVAL;12;;007;009;VALOR TOTAL DA REMESSA;NTOTVAL;;2;;
;000004;DSC03;011;1;;BRANCOS;38;;009;012;USO FUNDACAO - PREENCHER COM BRANCOS;;;2;;
;000005;DSP01;001;1;BD6;CODIGO AMB;4;;000;000;CODIGO AMB;'0000';;2;;
;000005;DSP01;002;1;BD6;TIPO AMB;2;;000;000;TIPO AMB;'00';;2;;
;000005;DSP01;003;1;BD6;CODIGO REG;2;;000;000;CODIGO REG CONST = DP;'DP';;2;;
;000005;DSP01;004;1;BD6;TIPO REG;3;;000;001;TIPO REG CONST = 103;'103';;2;;
;000005;DSP01;005;1;BD6;CONTRATO;6;;001;001;NUMERO DO CONTRATO;'110008';;2;;
;000005;DSP01;006;1;BD6;CSP;5;;001;002;NUMERO CSP;MV_PAR03;;2;;
;000005;DSP01;007;1;BD6;DSP;6;;002;002;NUMERO DSP;U_CESP04( BD6->BD6_CODPEG, BD6->BD6_NUMERO, BD6->BD6_NUMIMP );;2;;
;000005;DSP01;008;1;BD6;EMISSAO;8;;002;003;DATA EMISSAO;SUBSTR(DTOS(BD6->BD6_DATPRO),7,2)+SUBSTR(DTOS(BD6->BD6_DATPRO),5,2)+SUBSTR(DTOS(BD6->BD6_DATPRO),1,4);;2;;
;000005;DSP01;009;1;BD6;EMPRESA;3;;003;003;EMPRESA;SUBSTR(POSICIONE('BA1', 2, XFILIAL('BA1')+BD6->BD6_OPEUSR+BD6->BD6_CODEMP+BD6->BD6_MATRIC+BD6->BD6_TIPREG, 'BA1_MATEMP'),1,3);;2;;
;000005;DSP01;010;1;BD6;BRANCOS;1;;004;004;USO FUNDACAO - PREEENCHER COM BRANCOS;SPACE(1);;2;;
;000005;DSP01;011;1;BD6;MATRICULA;7;;004;004;MATRICULA;SUBSTR(POSICIONE('BA1', 2, XFILIAL('BA1')+BD6->BD6_OPEUSR+BD6->BD6_CODEMP+BD6->BD6_MATRIC+BD6->BD6_TIPREG, 'BA1_MATEMP'),4,7);;2;;
;000005;DSP01;012;1;BD6;DIGITO MAT;1;;004;004;DIGITO DA MATRICULA;SUBSTR(POSICIONE('BA1', 2, XFILIAL('BA1')+BD6->BD6_OPEUSR+BD6->BD6_CODEMP+BD6->BD6_MATRIC+BD6->BD6_TIPREG, 'BA1_MATEMP'),11,1);;2;;
;000005;DSP01;013;1;BD6;VAL CI;8;;004;005;VALIDADE DA CI;'00000000';;2;;
;000005;DSP01;014;1;BD6;COD BENEF;3;;005;005;CODIGO DO BENEFICIARIO;SUBSTR(POSICIONE('BA1', 2, XFILIAL('BA1')+BD6->BD6_OPEUSR+BD6->BD6_CODEMP+BD6->BD6_MATRIC+BD6->BD6_TIPREG, 'BA1_MATEMP'),12,3);;2;;
;000005;DSP01;015;1;BD6;CID;4;;006;006;CID;BD6->BD6_CID;;2;;
;000005;DSP01;016;1;BD6;ATEN AMBUL;1;;006;006;ATENDIMENTO AMBULATORIAL;IIF((SUBSTR(BD6->BD6_CODPRO,1,2)>='00'.AND.SUBSTR(BD6->BD6_CODPRO,1,2)<='18').OR.SUBSTR(BD6->BD6_CODPRO,1,2)>'39','1','3');;2;;
;000005;DSP01;017;1;BD6;BRANCOS;1;;006;006;USO FUNDACAO - PREENCHER COM BRANCOS;SPACE(1);;2;;
;000005;DSP01;018;1;BD6;FUNC CIRUR;1;;006;006;FC - FUNCAO CIRURGICA;'0';;2;;
;000005;DSP01;019;1;BD6;COD SERVIC;8;;006;007;CODIGO DO SERVICO;IIF(BD7->BD7_CODUNM == 'FIL', '963000019', BD6->BD6_CODPRO);;2;;
;000005;DSP01;020;1;BD6;TIPO CIRUR;1;;007;007;TC - TIPO DE CIRURGIA;'0';;2;;
;000005;DSP01;021;1;BD6;QTD SERVIC;2;;007;007;QUANTIDADE DE SERVICO;STRZERO(BD6->BD6_QTDPRO,2);;2;;
;000005;DSP01;022;1;BD6;HORARIO;1;;007;007;HO - HORARIO 1-NORMAL/ PRE ESTABELECIDO OU 2 - EXTRAORDINARIO;'1';;2;;
;000005;DSP01;023;1;BD6;VALOR APRE;11;;007;008;CUSTO TOTAL DO SERVICO;SUBSTR(TRANSFORM(BD7->BD7_VLRTPF, '@E 999999999.99'),1,9) + SUBSTR(TRANSFORM(BD7->BD7_VLRTPF, '@E 999999999.99'),11,2);;2;;
;000005;DSP01;024;1;BD6;ENT INTERN;8;;009;009;DATA DE ENTRADA NA INTERNACAO;'00000000';;2;;
;000005;DSP01;025;1;BD6;SAI INTERN;8;;009;010;DATA DE SAIDA DA INTERNACAO;'00000000';;2;;
;000005;DSP01;026;1;BD6;MOT ALTA;1;;010;010;MOTIVO DA ALTA;'0';;2;;
;000005;DSP01;027;1;BD6;BRANCOS;22;;010;012;USO FUNDACAO - PREENCHER COM BRANCOS;SPACE(22);;2;;
;000005;DSP01;028;1;BD6;NTOTREG;;;012;012;TOTAL DE REGISTROS;NTOTREG++;;2;;
;000005;DSP01;029;1;DB6;NTOTVAL;;;012;012;TOTAL DE VALORES APRESENTADOS;NTOTVAL += BD7->BD7_VLRTPF;;2;;
;000005;DSP01;030;1;;;;;012;012;;PTULN('CESP');;2;;
;000005;DSP02;001;1;;BRANCOS;6;;000;000;USO FUNDACAO - PREENCHER COM BRANCOS;;;2;;
;000005;DSP02;002;1;;CODIGO REG;2;;000;000;CODIGO REG CONST;'DP';;2;;
;000005;DSP02;003;1;;TIPO REG;3;;000;001;TIPO REG CONST;'133';;2;;
;000005;DSP02;004;1;;CONTRATO;6;;001;001;NUMERO DO CONTRATO;'110008';;2;;
;000005;DSP02;005;1;;NUM CSP;5;;001;002;NUMERO CSP;'56495';;2;;
;000005;DSP02;006;1;;BRANCOS;35;;002;005;USO FUNDACAO - PREENCHER COM BRANCOS;;;2;;
;000005;DSP02;007;1;;PER INI;8;;005;006;PERIODO INICIAL DE COBRANCA;'00000000';;2;;
;000005;DSP02;008;1;;PER FIM;8;;006;007;PERIODO FINAL DE COBRANCA;'00000000';;2;;
;000005;DSP02;009;1;;NTOTREG;4;;007;007;QUANTIDADE;NTOTREG;;2;;
;000005;DSP02;010;1;;NTOTVAL;12;;007;008;VALOR TOTAL DA REMESSA;NTOTVAL;;2;;
;000005;DSP02;011;1;;BRANCOS;39;;009;012;USO FUNDACAO - PREENCHER COM BRANCOS;;;2;;
;000006;ABRA01;001;1;;SERVICO;4;;000;000;IDENTIFICACAO DO SERVICO;'CSMH';;2;;
;000006;ABRA01;002;1;;REGISTRO;1;;000;000;IDENTIFICACAO DO REGISTRO HEADER DE REMESSA;'0';;2;;
;000006;ABRA01;003;1;;ORIGEM;5;;000;001;PREFIXO DIFERENCIADOR DE NUMERACAO DEFINIDO NA IMPLANTACAO;'00000';;2;;
;000006;ABRA01;004;1;;LOTE;8;;001;001;NUMERO DO LOTE DE COBRANCA A QUE PERTENCE A CONTA;'00000000';;2;;
;000006;ABRA01;005;1;;DOCUMENTO;8;;001;002;NUMERO DA CONTA / DOCUMENTO;'00000000';;2;;
;000006;ABRA01;006;1;;PARCELA;2;;002;002;NUMERO DA PARCELA EM COBRANCA;'00';;2;;
;000006;ABRA01;007;1;;COD_CONVEN;5;;002;003;CODIGO DO CONVENIO;'00249';;2;;
;000006;ABRA01;008;1;;NOM_CONVEN;30;;003;006;RAZAO SOCIAL DO CONVENIO;'UNIMED BOTUCATU COOP TRAB MED ';;2;;
;000006;ABRA01;009;1;;TIPO_PREST;1;;006;006;IDENTIFICACAO DE PESSOA FISICA OU JURIDICA;'J';;2;;
;000006;ABRA01;010;1;;CNPJ_PREST;14;;006;007;CODIGO DO PRESTADOR - CNPJ (PJ) E CPF (PF);'45425899000122';;2;;
;000006;ABRA01;011;1;;NOME_PREST;40;;007;011;NOME OU RAZAO SOCIAL DO PRESTADOR;'UNIMED DE BOTUCATU COOP TRAB MEDICO     ';;2;;
;000006;ABRA01;012;1;;DATA;6;;011;012;DATA DA GERACAO DO ARQUIVO;SUBSTR(DTOC(DDATABASE),1,2) + SUBSTR(DTOC(DDATABASE),4,2) + SUBSTR(DTOC(DDATABASE),7,2);;2;;
;000006;ABRA01;013;1;;SEQUENCIAL;4;;012;012;NUMERO SEQUENCIAL DA REMESSA;'0001';;2;;
;000006;ABRA01;014;1;;FILLER;1;;012;012;CAMPO SEM UTILIZACAO;SPACE(1);;2;;
;000006;ABRA01;015;1;;LIVRE;15;;013;014;CAMPO LIVRE;SPACE(15);;2;;
;000006;ABRA01;016;1;;REGISTRO;6;;014;015;NUMERO SEQUENCIAL DO RESGISTRO DE REMESSA;NSEQUEM++, STRZERO(NSEQUEM,6);;2;;
;000006;ABRA02;001;1;;SERVICO;4;;000;000;IDENTIFICACAO DO SERVICO;'CSMH';;2;;
;000006;ABRA02;002;1;;REGISTRO;1;;000;000;IDENTIFICACAO DO REGISTRO CABECALHO DA CONTA;'1';;2;;
;000006;ABRA02;003;1;;ORIGEM;5;;000;001;PREFIXO DIFERENCIADOR DE NUMERACAO DEFINIDO NA IMPLANTACAO;'00000';;2;;
;000006;ABRA02;004;1;;LOTE;8;;001;001;NUMERO DO LOTE DE COBRANCA A QUE PERTENCE A CONTA;'00000001';;2;;
;000006;ABRA02;005;1;;DOCUMENTO;8;;001;002;NUMERO DA CONTA / DOCUMENTO;U_ABR06( BD5->BD5_CODPEG, BD5->BD5_NUMERO, BD5->BD5_NUMIMP );;2;;
;000006;ABRA02;006;1;;PARCELA;2;;002;002;NUMERO DA PARCELA EM COBRANCA;'00';;2;;
;000006;ABRA02;007;1;;PLANO;3;;002;003;IDENTIFICACAO DO PLANO DO PACIENTE;POSICIONE('BA3', 1, XFILIAL('BA3')+BD5->BD5_OPEUSR+BD5->BD5_CODEMP+BD5->BD5_MATRIC, 'BA3_CODPLA');;2;;
;000006;ABRA02;008;1;;MATRICULA;18;;003;004;IDENTIFICACAO DO PACIENTE JUNTO AO CONVENIO;STRZERO( VAL(BD5->BD5_MATANT), 18 );;2;;
;000006;ABRA02;009;1;;SENHA;10;;005;005;INDICACAO DA SENHA DE AUTORIZACAO PARA ATENDIMENTO;SPACE(10);;2;;
;000006;ABRA02;010;1;;ACOMODACAO;1;;006;006;INDICACAO DO TIPO DE ACOMODACAO UTILIZADA;'4';;2;;
;000006;ABRA02;011;1;;DATA_ENTRA;6;;006;006;DATA DA INTERNACAO OU ATENDIMENTO DO PACIENTE;SUBSTR(DTOC(BD5->BD5_DATPRO),1,2) + SUBSTR(DTOC(BD5->BD5_DATPRO),4,2) + SUBSTR(DTOC(BD5->BD5_DATPRO),7,2);;2;;
;000006;ABRA02;012;1;;HORA_ENTRA;4;;006;007;HORA DA INTERNACAO OU ATENDIMENTO DO PACIENTE;'0000';;2;;
;000006;ABRA02;013;1;;DATA_SAIDA;6;;007;007;DATA DA ALTA DA  INTERNACAO DO PACIENTE;'000000';;2;;
;000006;ABRA02;014;1;;HORA_SAIDA;4;;007;008;HORA DA ALTA DA INTERNACAO OU ATENDIMENTO DO PACIENTE;BD5->BD5_HORPRO;;2;;
;000006;ABRA02;015;1;;INI_COBRAN;6;;008;008;DATA INICIAL DO PERIODO DE INTERNACAO EM COBRANCA;U_ABR01('INI', MV_PAR01, MV_PAR03, MV_PAR04);;2;;
;000006;ABRA02;016;1;;FIM_COBRAM;6;;008;009;DATA FINAL DO PERIODO DE COBRANCA;U_ABR01('FIM', MV_PAR01, MV_PAR03, MV_PAR04);;2;;
;000006;ABRA02;017;1;;TIPO_ATEND;1;;009;009;IDENTIFICACAO DO TIPO DO ATENDIMENTO DO PACIENTE;IIF(SUBSTR(PLSA720IPR(),1,2)>='39' .AND. SUBSTR(PLSA720IPR(),1,2)<='56','7','6');;2;;
;000006;ABRA02;018;1;;CID;6;;009;009;IDENTIFICACAO DO DIAGNOSTICO SEGUNDO TABELA CID;STRZERO(VAL(BD5->BD5_CID),6);;2;;
;000006;ABRA02;019;1;;SERVICO;8;;010;010;IDENTIFICACAO DO SERVICO / PROCEDIMENTO PRINCIPAL;STRZERO(VAL(PLSA720IPR()),8);;2;;
;000006;ABRA02;020;1;;CRM;6;;010;011;CRM DO MEDICO RESPONSAVEL PELO ATENDIMENTO OU REQUISITANTE SADT;STRZERO(VAL(BD5->BD5_REGSOL),6);;2;;
;000006;ABRA02;021;1;;UF_CRM;2;2;011;011;SIGLA DA UNIDADE DA FEDERACAO DO MEDICO RESPONSAVEL;BD5->BD5_ESTEXE;;2;;
;000006;ABRA02;022;1;;FILER;14;14;011;012;CAMPO SEM UTILIZACAO;SPACE(14);;2;;
;000006;ABRA02;023;1;;BRANCOS;15;;013;014;CAMPO LIVRE;SPACE(15);;2;;
;000006;ABRA02;024;1;;REGISTRO;6;;014;015;NUMERO SEQUENCIAL DO REGISTRO DE REMESSA;NSEQUEM++, STRZERO(NSEQUEM,6);;2;;
;000006;ABRA03;001;1;;SERVICO;4;;000;000;IDENTIFICACAO DO SERVICO;'CSMH';;2;;
;000006;ABRA03;002;1;;REGISTRO;1;;000;000;IDENTIFICACAO DO REGISTRO ITEM DA CONTA;'2';;2;;
;000006;ABRA03;003;1;;ORIGEM;5;;000;001;PREFIXO DIFERENCIADOR DE NUMERACAO DEFINIDO NA IMPLANTACAO;'00000';;2;;
;000006;ABRA03;004;1;;LOTE;8;;001;001;NUMERO DO LOTE DE COBRANCA A QUE PERTENCE A CONTA;'00000001';;2;;
;000006;ABRA03;005;1;;DOCUMENTO;8;;001;002;NUMERO DA CONTA / DOCUMENTO;U_ABR06( BD5->BD5_CODPEG, BD5->BD5_NUMERO, BD5->BD5_NUMIMP );;2;;
;000006;ABRA03;006;1;;PARCELA;2;;002;002;NUMERO DA PARCELA EM COBRANCA;'00';;2;;
;000006;ABRA03;007;1;;NTOTBD7;3;;002;003;NUMERO SEQUENCIAL DO ITEM INICIADO EM 001;NTOTBD7++, STRZERO( NTOTBD7, 3 );;2;;
;000006;ABRA03;008;1;;AMB;8;;003;003;IDENTIFICACAO DO SERVICO / PROCEDIMENTO EXECUTADO NO ITEM;BD6->BD6_CODPRO;;2;;
;000006;ABRA03;009;1;;DESC_AMB;50;;004;008;DESCRICAO DO SERVICO / PROCEDIMENTO EXECUTADO NO ITEM;BD6->BD6_DESPRO;;2;;
;000006;ABRA03;010;1;;EMERGENCIA;1;;009;009;INDICACAO DE PROCEDIMENTO DE EMERGENCIA - S/N;IIF(BD6->BD6_TIPCON=='2','S','N');;2;;
;000006;ABRA03;011;1;;D.H.E.;1;;009;009;INDICACAO DE ATENDIMENTO EM DIA OU HORA EXTRAORDINARIO - S/N;IIF(BD7->BD7_PERHES<>0,'S','N');;2;;
;000006;ABRA03;012;1;;DATA;6;;009;009;DATA DA REALIZACAO DO SERVICO / PROCEDIMENTO;SUBSTR(DTOC(BD6->BD6_DATPRO),1,2) + SUBSTR(DTOC(BD6->BD6_DATPRO),4,2) + SUBSTR(DTOC(BD6->BD6_DATPRO),7,2);;2;;
;000006;ABRA03;013;1;;POSICAO;1;;009;009;CODIGO DA POSICAO PROFISSIONAL NO PROCEDIMENTO;U_ABR02(BD7->BD7_CODTPA);;2;;
;000006;ABRA03;014;1;;QUANTIDADE;5;;009;010;QUANTIDADE DO SERVICO / PROCEDIMENTO EXECUTADO NO ITEM;STRZERO(BD6->BD6_QTDPRO,6);;2;;
;000006;ABRA03;015;1;;VALOR;15;2;010;011;VALOR TOTAL INFORMADO PARA O ITEM;STRZERO(BD7->BD7_VLRTPF * 100, 15);;2;;
;000006;ABRA03;016;1;;PORCENTO;3;;011;012;PORCENTAGEM CIRURCICA, MULTIPLA OU RADIOLOGICA;STRZERO(BD7->BD7_PERHES,3);;2;;
;000006;ABRA03;017;1;;FILER;8;;012;012;CAMPO SEM UTILIZACAO;SPACE(8);;2;;
;000006;ABRA03;018;1;;LIVRE;15;;013;014;CAMPO LIVRE;SPACE(15);;2;;
;000006;ABRA03;019;1;;REGISTRO;6;;014;015;NUMERO DO REGISTRO SEQUENCIAL DENTRO DA REMESSA;NSEQUEM++, STRZERO(NSEQUEM,6);;2;;
;000006;ABRA03;020;1;;NVLRTOTCT;;;015;015;>>> ACUMULA O VALOR TOTAL DA CONTA;NVLRTOTCT += ROUND( BD7->BD7_VLRTPF, 2 );;2;;
;000006;ABRA03;022;1;;NVLRTOTLOT;;;015;015;>>> ACUMULA VALORES NO TOTAL GERAL DA CONTA;NVLRTOTLOTE += ROUND( BD7->BD7_VLRTPF, 2 );;2;;
;000006;ABRA03;024;1;;NTOTBD7GER;;;015;015;>>> ACUMULA A QUANTIDADE DE PROCEDIMENTOS NO TOTAL DO LOTE;NTOTBD7GER++;;2;;
;000006;ABRA04;001;1;;SERVICO;4;;000;000;IDENTIFICACAO DO SERVICO;'CSMH';;2;;
;000006;ABRA04;002;1;;REGISTRO;1;;000;000;IDENTIFICACAO DO REGISTRO TOTAL DA CONTA;'3';;2;;
;000006;ABRA04;003;1;;ORIGEM;5;;000;001;PREFIXO DIFERENCIADOR DE NUMERACAO DEFINIDO NA IMPLANTACAO;'00000';;2;;
;000006;ABRA04;004;1;;LOTE;8;;001;001;NUMERO DO LOTE DE COBRANCA A QUE PERTENCE A CONTA;'00000001';;2;;
;000006;ABRA04;005;1;;DOCUMENTO;8;;001;002;NUMERO DA CONTA / DOCUMENTO;U_ABR06( BD5->BD5_CODPEG, BD5->BD5_NUMERO, BD5->BD5_NUMIMP );;2;;
;000006;ABRA04;006;1;;PARCELA;2;;002;002;NUMERO DA PARCELA EM COBRANCA;'00';;2;;
;000006;ABRA04;007;1;;QUANTIDADE;3;;002;003;QUANTIDADE DE ITENS DA CONTA (POSICIONADO NA ULTIMA SEQUENCIA DO BD7);STRZERO( NTOTBD7, 3 );;2;;
;000006;ABRA04;008;1;;VALOR;15;2;003;004;VALOR TOTAL DA CONTA;STRZERO( NVLRTOTCT * 100, 15);;2;;
;000006;ABRA04;009;1;;NOME_PAC;40;;004;008;NOME DO PACIENTE;BD5->BD5_NOMUSR;;2;;
;000006;ABRA04;010;1;;FILER;43;;008;012;CAMPO SEM UTILIZACAO;SPACE(43);;2;;
;000006;ABRA04;011;1;;LIVRE;15;;013;014;CAMPO LIVRE;SPACE(15);;2;;
;000006;ABRA04;012;1;;REGISTRO;6;;014;015;NUMERO SEQUENCIAL DO REGISTRO DENTRO DA REMESSA;NSEQUEM++, STRZERO(NSEQUEM,6);;2;;
;000006;ABRA04;013;1;;NVLRTOTCT;;;015;015;>>> MANUTENCAO NO VALOR DA VARIAVEL;NVLRTOTCT := 0;;2;;
;000006;ABRA04;014;1;;NTOTBD7;;;015;015;>>> ZERA A QUANTIDADE DE PROCEDIMENTOS POR GUIAS;NTOTBD7 := 0;;2;;
;000006;ABRA05;001;1;;SERVICO;4;;000;000;IDENTIFICACAO DO SERVICO;'CSMH';;2;;
;000006;ABRA05;002;1;;REGISTRO;1;;000;000;IDENTIFICACAO DO REGISTRO CABECALHO DA CONTA;'1';;2;;
;000006;ABRA05;003;1;;ORIGEM;5;;000;001;PREFIXO DIFERENCIADOR DE NUMERACAO DEFINIDO NA IMPLANTACAO;'00000';;2;;
;000006;ABRA05;004;1;;LOTE;8;;001;001;NUMERO DO LOTE DE COBRANCA A QUE PERTENCE A CONTA;'00000001';;2;;
;000006;ABRA05;005;1;;DOCUMENTO;8;;001;002;NUMERO DA CONTA / DOCUMENTO;U_ABR06( BE4->BE4_CODPEG, BE4->BE4_NUMERO, BE4->BE4_NUMIMP );;2;;
;000006;ABRA05;006;1;;PARCELA;2;;002;002;NUMERO DA PARCELA EM COBRANCA;'00';;2;;
;000006;ABRA05;007;1;;PLANO;3;;002;003;IDENTIFICACAO DO PLANO DO PACIENTE;POSICIONE('BA3', 1, XFILIAL('BA3')+BE4->BE4_OPEUSR+BE4->BE4_CODEMP+BE4->BE4_MATRIC, 'BA3_CODPLA');;2;;
;000006;ABRA05;008;1;;MATRICULA;18;;003;004;IDENTIFICACAO DO PACIENTE JUNTO AO CONVENIO;STRZERO( VAL(BE4->BE4_MATANT), 18 );;2;;
;000006;ABRA05;009;1;;SENHA;10;;005;005;INDICACAO DA SENHA DE AUTORIZACAO PARA ATENDIMENTO;SPACE(10);;2;;
;000006;ABRA05;010;1;;ACOMODACAO;1;;006;006;INDICACAO DO TIPO DE ACOMODACAO UTILIZADA;'4';;2;;
;000006;ABRA05;011;1;;DATA_ENTRA;6;;006;006;DATA DA INTERNACAO OU ATENDIMENTO DO PACIENTE;SUBSTR(DTOC(BE4->BE4_DATPRO),1,2) + SUBSTR(DTOC(BE4->BE4_DATPRO),4,2) + SUBSTR(DTOC(BE4->BE4_DATPRO),7,2);;2;;
;000006;ABRA05;012;1;;HORA_ENTRA;4;;006;007;HORA DA INTERNACAO OU ATENDIMENTO DO PACIENTE;BE4->BE4_HORPRO;;2;;
;000006;ABRA05;013;1;;DATA_SAIDA;6;;007;007;DATA DAALTA DA  INTERNACAO DO PACIENTE;SUBSTR(DTOC(BE4->BE4_DATPRO),1,2) + SUBSTR(DTOC(BE4->BE4_DATPRO),4,2) + SUBSTR(DTOC(BE4->BE4_DATPRO),7,2);;2;;
;000006;ABRA05;014;1;;HORA_SAIDA;4;;007;008;HORA DA INTERNACAO OU ATENDIMENTO DO PACIENTE;BE4->BE4_HORPRO;;2;;
;000006;ABRA05;015;1;;INI_COBRAN;6;;008;008;DATA INICIAL DO PERIODO DE INTERNACAO EM COBRANCA;U_ABR01('INI', MV_PAR01, MV_PAR03, MV_PAR04);;2;;
;000006;ABRA05;016;1;;FIM_COBRAM;6;;008;009;DATA FINAL DO PERIODO DE COBRANCA;U_ABR01('FIM', MV_PAR01, MV_PAR03, MV_PAR04);;2;;
;000006;ABRA05;017;1;;TIPO_ATEND;1;;009;009;IDENTIFICACAO DO TIPO DO ATENDIMENTO DO PACIENTE;IIF(SUBSTR(PLSA720IPR(),1,2)>='39' .AND. SUBSTR(PLSA720IPR(),1,2)<='56','7','6');;2;;
;000006;ABRA05;018;1;;CID;6;;009;009;IDENTIFICACAO DO DIAGNOSTICO SEGUNDO TABELA CID;STRZERO(VAL(BE4->BE4_CID),6);;2;;
;000006;ABRA05;019;1;;SERVICO;8;;010;010;IDENTIFICACAO DO SERVICO / PROCEDIMENTO PRINCIPAL;STRZERO(VAL(PLSA720IPR()),8);;2;;
;000006;ABRA05;020;1;;CRM;6;;010;011;CRM DO MEDICO RESPONSAVEL PELO ATENDIMENTO OU REQUISITANTE SADT;STRZERO(VAL(BE4->BE4_REGSOL),6);;2;;
;000006;ABRA05;021;1;;UF_CRM;2;2;011;011;SIGLA DA UNIDADE DA FEDERACAO DO MEDICO RESPONSAVEL;BE4->BE4_ESTEXE;;2;;
;000006;ABRA05;022;1;;FILER;14;14;011;012;CAMPO SEM UTILIZACAO;SPACE(14);;2;;
;000006;ABRA05;023;1;;BRANCOS;15;;013;014;CAMPO LIVRE;SPACE(15);;2;;
;000006;ABRA05;024;1;;REGISTRO;6;;014;015;NUMERO SEQUENCIAL DO REGISTRO DE REMESSA;NSEQUEM++, STRZERO(NSEQUEM,6);;2;;
;000006;ABRA06;001;1;;SERVICO;4;;000;000;IDENTIFICACAO DO SERVICO;'CSMH';;2;;
