DE1_FILIAL,C,2,0;DE1_CODLAY,C,6,0;DE1_CODREG,C,6,0;DE1_SEQUEN,C,3,0;DE1_TIPO,C,1,0;DE1_ALIAS,C,3,0;DE1_CAMPO,C,10,0;DE1_LAYTAM,N,3,0;DE1_LAYDEC,N,2,0;DE1_POSINI,C,3,0;DE1_POSFIM,C,3,0;DE1_OBSERV,C,80,0;DE1_REGRA,C,254,0;DE1_VALID,C,128,0;DE1_POSICI,C,1,0;DE1_POSORD,C,1,0;DE1_POSCHV,C,160,0
;A100G;R105;003;1;BFO;TP_COBERTU;3;0;012;014;TIPO DE COBERTURA;SUBSTR(R05->R105,12,3);;2;;NSS,BFO_CLACAR
;A100G;R105;004;1;BA1;DT_FIM_CAR;8;0;015;022;DATA FINAL DA CARENCIA PARA A COBERTURA;SUBSTR(R05->R105,15,8);;2;;NSN,BA1_DATCAR
;A100G;R107;001;1;;NR_SEQ;8;0;001;008;NUMERO SEQUENCIAL DE UM REGISTRO EM UM ARQUIVO DE TRANSFERENCIA;PTULN('R107');;2;;
;A100G;R107;002;1;;TP_SEQ;3;0;009;011;TIPO DE REGISTRO PARA OS ARQUIVOS DE TROCA DE INFORMACOES BATCH;'107';;2;;
;A100G;R107;003;1;BA1;D_END_PRI7;40;0;012;051;DESCRICAO DO ENDERECO PRICNIPAL;SUBSTR(R07->R107,12,40);;2;;
;A100G;R107;004;1;BA1;DS_BAIRRO7;30;0;052;081;DESCRICAO DO BAIRRO;SUBSTR(R07->R107,52,30);;2;;
;A100G;R107;005;1;BA1;NR_CEP_07;8;0;082;089;NUMERO DO CEP;SUBSTR(R07->R107,82,8);;2;;
;A100G;R107;006;1;BA1;DS_CIDADE7;30;0;090;119;DS_CIDADE;SUBSTR(R07->R107,90,30);;2;;
;A100G;R107;007;1;BA1;CD_UF_7;2;0;120;121;CODIGO DA UNIDADE FEDERATIVA;SUBSTR(R07->R107,120,2);;2;;
;A100G;R107;008;1;BA1;NR_DDD_7;4;0;122;125;NUMERO DO DDD;SUBSTR(R07->R107,122,4);;2;;
;A100G;R107;009;1;BA1;RESERVADO;8;0;126;133;NUEMRO DO TELEFONE;SUBSTR(R07->R107,126,8);;2;;
;A100G;R107;010;1;BA1;NR_RAMAL7;4;0;134;137;NUMERO DO RAMAL;SUBSTR(R07->R107,134,4);;2;;
;A100G;R107;011;1;BA1;NR_FONE_7;9;0;138;146;NUMERO DO TELEFONE;SUBSTR(R07->R107,138,9);;2;;
;A100G;R108;001;1;;NR_SEQ;8;0;001;008;NUMERO SEQUENCIAL DE UM REGISTRO EM UM ARQUIVO DE TRANSFERENCIA;PTULN('R108');;2;;
;A100G;R108;002;1;;TP_REG;3;0;009;011;TIPO DE REGISTRO PARA OS ARQUIVOS DE TROCA DE INFORMACOES BATCH;'108';;2;;
;A100G;R108;003;1;;CD_CODIGO;4;0;012;015;CODIGO DA PREEXISTENCIA;SUBSTR(R08->R108,12,4);;2;;
;A100G;R108;004;1;;DT_FIM_CAR;8;0;016;023;DATA FINAL DA CARENCIA PARA COBERTURA;SUBSTR(R08->R108,16,8);;2;;
;A100G;R109;001;1;;NR_SEQ;8;0;001;008;NUMERO SEQUENCIAL;PTULN('IA109');;2;;
;A100G;R109;002;1;;TP_REG;3;0;009;011;TIPO DE REGISTRO;'109';;2;;
;A100G;R109;003;1;;QT_TOTR102;4;0;012;015;TOTAL DE REGISTRO R102;SUBSTR(R09->R109,12,4);;2;;NNS,T102,Empresa
;A100G;R109;004;1;;QT_TOTR103;4;0;016;019;TOTAL DE REGISTRO R103;SUBSTR(R09->R109,16,4);;2;;NNS,T103,Plano
;A100G;R109;005;1;;QT_TOTR104;7;0;020;026;TOTAL DE REGISTRO R104;SUBSTR(R09->R109,20,7);;2;;NNS,T104,Beneficiario
;A100G;R109;006;1;;QT_TOT_INC;7;0;027;033;TOTAL DE INCLUSOES DE BENEFICIARIOS;SUBSTR(R09->R109,27,7);;2;;
;A100G;R109;007;1;;QT_TOT_EXC;7;0;034;040;TOTAL DE EXCLUSOES DE BENEFICIARIOS;SUBSTR(R09->R109,34,7);;2;;
;A100G;R109;008;1;;QT_TOT_ALT;7;0;041;047;TOTAL DE ALTERACOES DE BENEFICIARIOS;SUBSTR(R09->R109,41,7);;2;;
;A100G;R109;009;1;;QT_TOT_PLA;7;0;048;054;TOTAL DE TRANSFERENCIAS DE PLANOS;SUBSTR(R09->R109,48,7);;2;;
;A100G;R109;010;1;;QT_TOTR105;7;0;055;061;TOTAL DE REGISTRO R105;SUBSTR(R09->R109,55,7);;2;;NNS,T105,Carencia
;A100G;R109;011;1;;QT_TOTR106;7;0;062;068;TOTAL DE REGISTRO R106;SUBSTR(R09->R109,62,7);;2;;
;A100G;R109;012;1;;QT_TOTR107;7;0;069;075;TOTAL DE REGISTRO R107;SUBSTR(R09->R109,69,7);;2;;
;A100G;R109;013;1;;QT_TOTR108;7;0;076;082;TOTAL DE REGISTRO R108;SUBSTR(R09->R109,76,7);;2;;NNS,T108,Preexistencia
;A100G;R102;024;1;;NR_FAX;9;0;305;313;NUMERO DO FAX-SIMILE;SUBSTR(R02->R102,305,9);;2;;
;A100G;R102;025;1;;NR_END;6;0;314;319;NUMERO NA VIA PUBLICA;SUBSTR(R02->R102,314,6);;2;;
;A100G;R104;036;1;BA1;PIS_PASEP;11;0;515;525;NUMERO DO PIS/PASEP;SUBSTR(R04->R104,515,11);;2;;
;A100G;R104;037;1;BA1;CD_PLANO_I;3;0;526;528;CODIGO DO PLANO DE INTERCAMBIO DO BENEFICIARIO;SUBSTR(R04->R104,526,3);;2;;
;A100G;R104;038;1;;SEG_PLANO;2;0;529;530;SEGMENTACAO DO PLANO;SUBSTR(R04->R104,529,2);;2;;
;A100G;R107;012;1;BA1;NR_END_7;6;0;147;152;NUMERO NA VIA PUBLICA;SUBSTR(R07->R107,147,6);;2;;
;A100G;R102;026;1;;NM_EMPR_AB;30;0;320;349;Nome da Empresa Abreviado.;SUBSTR(R02->R102,320,30);;2;;
;A100G;R102;027;1;;TP_CONTR_LOC;1;0;350;350;Indicador do tipo de contrato local;SUBSTR(R02->R102,350,1);;2;;
;A100G;R102;028;1;;CD_CAEPF;14;0;351;364;C�digo do CAEPF;SUBSTR(R02->R102,351,14);;2;;
;A100G;R104;039;8;B5F;DT_COMP_RIS;8;0;531;538;Indicador de ino do compartilhamento de risco;SUBSTR(R04->R104,531,8);;2;;NSN,B5F_VIGINI
;A100G;R104;040;1;;EXCL_RN412;1;0;539;539;Indicador de exclus䯠proveniente da RN412;SUBSTR(R04->R104,539,1);;2;;
;A100G;R104;041;1;;NR_CONTRAT;15;0;540;554;Numero do Contrato;SUBSTR(R04->R104,540,15);;2;;
;A100G;R104;042;1;;NM_SOCIAL;70;0;555;624;Nome Social;SUBSTR(R04->R104,555,70);;2;;NSN,B5F_NOMSOC
;A100G;R104;043;1;;NM_SOCIAL_CARTAO;25;0;625;649;Nome Social - Cartao;SUBSTR(R04->R104,625,25);;2;;NSN,B5F_NOMSCA
;A100G;R104;044;1;;TP_GENERO_SOCIAL;1;0;650;650;G�nero Social do Benefici�rio;SUBSTR(R04->R104,650,1);;2;;NSN,B5F_GENSOC
;A100G;R104;045;1;;MOTIVO_EXCL_BENEF;2;0;651;652;Motivo de exclus�o;SUBSTR(R04->R104,651,2);;2;;NSN,B5F_MOTEXC
;A400K;R401;001;1;;NR_SEQ;8;;001;008;NUM SEQUENCIAL DE UM REGISTRO EM UM ARQUIVO DE TRANSFERENCIA. INICIALIZAR COM 1;PTULN('R401');;2;;
;A400K;R401;002;1;;TP_REG;3;;009;011;TIPO DE REGISTRO PARA OS ARQUIVOS DE TROCA DE INFORMACOES BATCH.;'401';;2;;
;A400K;R401;003;1;;CD_UNI_DES;4;;012;015;CODIGO DA UNIMED DESTINO PARA ENVIO DE ARQUIVO.;STRZERO(VAL(CUNIDES),4);;2;;
;A400K;R401;004;1;;CD_UNI_ORI;4;;016;019;CODIGO DA UNIMED ORIGEM DO ENVIO DE ARQUIVO.;STRZERO(VAL(CUNIORI),4);;2;;
;A400K;R401;005;1;;DT_GERACAO;8;;020;027;DATA DE GERACSO DO ARQUIVO DE ENVIO.;DTOS(DDATABASE);;2;;
;A400K;R401;006;1;;NR_VER_TRA;2;;028;029;NR_VER_TRA;'28';;2;;
;A400K;R401;007;1;;ID_OPE_PRE;1;;030;030;IDENTIFICA SE A UNIMED E OPERADORA OU PRESTADORA;IIF(BA0->(FieldPos('BA0_TPOPED')) > 0 .And. BA0->BA0_TPOPED == '1','1','2');;2;;
;A400K;R401;008;1;;NR_REG_ANS;6;;031;036;NUMERO DE REGISTRO NA ANS DA UNIMED ORIGEM;IIF(BA0->(FieldPos('BA0_TPOPED')) > 0 .And. BA0->BA0_TPOPED == '1','000000',BA0->BA0_SUSEP);;2;;
;A400K;R402;001;1;;NR_SEQ;8;;001;008;NUM SEQUENCIAL DE UM REGISTRO EM UM ARQUIVO DE TRANSFERENCIA. INICIALIZAR COM 1;PTULN('R402');;2;;
;A400K;R402;002;1;;TP_REG;3;;009;011;TIPO DE REGISTRO PARA OS ARQUIVOS DE TROCA DE INFORMACaES BATCH.;'402';;2;;
;A400K;R402;003;1;;TP_PREST;2;;012;013;TIPO DE PRESTADOR.;A400VETIPPRE();;2;;
;A400K;R402;004;1;;CD_PREST;8;;014;021;CODIGO DO PRESTADOR.;STRZERO(VAL(BAU->BAU_CODIGO),8);;2;;
;A400K;R402;005;1;;CD_CGC_CPF;15;;022;036;CGC OU CPF DO PRESTADOR.;STRZERO(VAL(BAU->BAU_CPFCGC),15);;2;;
;A400K;R402;006;1;;CD_INSC_ES;20;;037;056;CODIGO DA INSCRICSO ESTADUAL.;STRZERO(VAL(BAU->BAU_INSCR),20);;2;;
;A400K;R402;007;1;;RESERVADO;8;;057;064;RESERVADO;SPACE(8);;2;;
;A400K;R402;008;1;;CD_UF_CONS;2;;065;066;CODIGO DA UNIDADE FEDERATIVA EMISSORA DO CRM.;IIf(A400VETIPPRE()=='01' .Or. A400VETIPPRE()=='05',BAU->BAU_ESTCR,Space(2));;2;;
;A400K;R402;009;1;;RESERVADO;40;;067;106;RESERVADO PARA O FUTURO;SPACE(40);;2;;
;A400K;R402;010;1;;RESERVADO;40;;107;146;RESERVADO PARA O FUTURO;SPACE(40);;2;;
;A400K;R402;011;1;;TP_VINCULO;1;;147;147;IDENTIFICA O TIPO DE VINCULO DO PRESTADOR..;IIF(BAU->BAU_RECPRO == '1','2', IIF (BAU->BAU_COPCRE == '2','3','1'));;2;;
;A400K;R402;012;1;;CD_ESPEC_1;2;;148;149;CODIGO DA ESPECIALIDADE PRINCIPAL DO COOPERADO;IIF(A400VETIPPRE()=='01',AESPEC[1][1],'00');;2;;
;A400K;R402;013;1;;CD_ATUA_1;2;;150;151;CODIGO DA AREA DE ATUACAO;IIF(A400VETIPPRE()=='01',AESPEC[1][2],'00');;2;;
;A400K;R402;014;1;;CD_ESPEC_2;2;;152;153;CODIGO DE OUTRA ESPECIALIDADE DO COOPERADO;IIF(A400VETIPPRE()=='01',AESPEC[2][1],'00');;2;;
;A400K;R402;015;1;;CD_ATUA_2;2;;154;155;CODIGO DE OUTRA AREA DE ATUACAO DO COOPERADO;IIF(A400VETIPPRE()=='01',AESPEC[2][2],'00');;2;;
;A400K;R402;016;1;;RESERVADO;12;;156;167;RESERVADO PARA O FUTURO;SPACE(12);;2;;
;A400K;R402;017;1;;DT_INCL_UN;8;;168;175;DATA DE INCLUSSO DO PRESTADOR NA UNIMED.;DTOS(BAU->BAU_DTINCL);;2;;
;A400K;R402;018;1;;DT_EXCL_UN;8;;176;183;DATA DE EXCLUSSO DO PRESTADOR NA UNIMED.;DTOS(BAU->BAU_DATBLO);;2;;
;A400K;R402;019;1;;TP_CONTRAT;1;;184;184;TIPO DE CONTRATUALIZACAO;IIF(BAU->BAU_RECPRO <> '1',IIF(BAU->BAU_COPCRE == '2',BAU->BAU_CONTRA,' '),' ');;2;;
;A400K;R402;020;1;;TP_CLASS_E;1;;185;185;TIPO DE CLASSIFICACAO DO ESTABELECIMENTO DE SAUDE;A400TPEst();;2;;
;A400K;R402;021;1;;ID_CAT_DIF;1;;186;186;IDENTIFICA SE PRESTADOR E DE CATEGORIA DIFERENCIADA (ALTO CUSTO).;IIF(BAU->BAU_ALTCUS == '0','N','S');;2;;
;A400K;R402;022;1;;ID_ACID_TR;1;;187;187;INDICA SE O PRESTADOR PERTENCE A REDE DE ACIDENTE DE TRABALHO;IIF(BAU->BAU_ACDTRB == '0','N','S');;2;;
;A400K;R402;023;1;;RESERVADO;1;;188;188;CAMPO RESERVADO PARA O FUTURO.;SPACE(1);;2;;
;A400K;R402;024;1;;ID_URG_EME;1;;189;189;IDENTIFICA SE O PRESTADOR CONTRATADO E CONTRATADO PARA EFETUAR ATENDIMENTO DE UR;A400URGEEMER();;2;;
;A400K;R402;025;1;;ID_RCE_1;1;;190;190;MANDATORIO SE CD_ESPEC_1 ESTIVER PREENCHIDO;IIf(A400VETIPPRE()<>'01' .Or. Val(AESPEC[1][1]) == 0,Space(1),If(ATITESP[1][1],'S','N'));;2;;
;A400K;R402;026;1;;ID_RCE_AT1;1;;191;191;IDENTIF SE O MEDICO POSSUI REGISTRO DE CERTIF DE ESPEC NA AREA DE ATUACAO CD_AT1;IIf(A400VETIPPRE()<>'01' .Or. Val(AESPEC[1][2]) == 0,Space(1),If(ATITESP[1][2],'S','N'));;2;;
;A400K;R402;027;1;;ID_RCE_2;1;;192;192;MANDATORIO SE CD_ESPEC_2 ESTIVER PREENCHIDO;IIf(A400VETIPPRE()<>'01' .Or. Val(AESPEC[2][1]) == 0,Space(1),If(ATITESP[2][1],'S','N'));;2;;
;A400K;R402;028;1;;ID_RCE_AT2;1;;193;193;IDENTIF SE O MEDICO POSSUI REGISTRO DE CERTIF DE ESPEC NA AREA DE ATUACAO CD_AT2;IIf(A400VETIPPRE()<>'01' .Or. Val(AESPEC[2][2]) == 0,Space(1),If(ATITESP[2][2],'S','N'));;2;;
;A400K;R402;029;1;;RESERVADO;3;;194;196;RESERVADO PARA O FUTURO;SPACE(1);;2;;
;A400K;R402;030;1;;DT_INI_SER;8;;197;204;DATA INICIO DO SERVICO;padr(dtos(BAU->BAU_DTINSE),8);;2;;
;A400K;R402;031;1;;DT_INI_CON;8;;205;212;DATA INICIO DA CONTRATUALIZACAO;A400DtIniCont();;2;;
;A400K;R402;032;1;;NR_REG_ANS;6;;213;218;NUMERO DE REGISTRO NA ANS DA UNIMED ORIGEM;A400RANS();;2;;
;A400K;R402;033;1;;RESERVADO;40;;219;258;RESERVADO;SPACE(40);;2;;
;A400K;R402;034;1;;RESERVADO;8;;259;266;RESERVADO PARA O FUTURO;Space(8);;2;;
;A400K;R402;035;1;;TP_DISPONI;1;;267;267;DISPONIBILIDADE DO SERVICO;BAU->BAU_TIPDIS;;2;;
;A400K;R402;036;1;;ID_TAB_PRO;1;;268;268;IDENTIFICA SE PRESTADOR PRATICA TABELA PROPRIA;IIF(A400VETIPPRE()=='01','N',IIF(BAU->BAU_TABPRO == '0','N','S'));;2;;
;A400K;R402;037;1;;CD_PERF_AS;2;;269;270;PERFIL ASSISTENCIAL DO HOSPITAL;IIf(A400VETIPPRE()$'02/10/11/12',STRZERO(BAU->BAU_CATHOS,2),'00');;2;;
;A400K;R402;038;1;;ID_TP_PROD;1;;271;271;INDICA O TIPO DE PRODUTO QUE O PRESTADOR ATENDE;BAU->BAU_TPPROD;;2;;
;A400K;R402;039;1;;ID_GUIA_ME;1;;272;272;INDICADOR DE PUBLICACAO NO GUIA MEDICO;IIf(A400VETIPPRE()=='01',Space(1),cGuiMed);;2;;
;A400K;R402;040;1;;SG_CONS_DI;12;;273;284;SIGLA DO CONSELHO PROFISSIONAL DO DIRETOR TECNICO DA ENTIDADE DE SAUDE.;IIf(A400VETIPPRE()=='01' .Or. A400VETIPPRE()=='05' .Or. A400VETIPPRE()=='07',Space(12),PLS400VLDA('SG_CONS_DI'));;2;;
;A400K;R402;041;1;;CD_CONS_DI;15;;285;299;NUMERO DO CONSELHO DO DIRETOR TECNICO DA ENTIDADE DE SAUDE.;IIf(A400VETIPPRE()=='01' .Or. A400VETIPPRE()=='05' .Or. A400VETIPPRE()=='07',Space(15),PLS400VLDA('CD_CONS_DI'));;2;;
;A400K;R402;042;1;;SG_UF_CONS;2;;300;301;SIGLA DA UNIDADE FEDERATIVA DO CONSELHO PROFISSIONAL DO DIRETOR TECNICO.;IIf(A400VETIPPRE()=='01' .Or. A400VETIPPRE()=='05' .Or. A400VETIPPRE()=='07',Space(2),PLS400VLDA('SG_UF_CONS'));;2;;
;A400K;R402;043;1;;TIPO_REDE_;1;;302;302;TIPO DE REDE CONFORME MANUAL DO INTERCAMBIO NACIONAL;cTipRed;;2;;
;A400K;R402;044;1;;ID_GU_ESP1;1;;303;303;INDICADOR DE PUBLICACAO NO GUIA MEDICO;AESPEC[1][3];;2;;
;A400K;R402;045;1;;ID_GU_ESP2;1;;304;304;INDICADOR DE PUBLICACAO NO GUIA MEDICO;AESPEC[2][3];;2;;
;A400K;R402;046;1;;ID_GU_ATU1;1;;305;305;INDICADOR DE PUBLICACAO NO GUIA MEDICO;AESPEC[1][4];;2;;
;A400K;R402;047;1;;ID_GU_ATU2;1;;306;306;INDICADOR DE PUBLICACAO NO GUIA MEDICO;AESPEC[2][4];;2;;
;A400K;R402;048;1;;RESERVADO;1;;307;307;RESERVADO PARA O FUTURO;SPACE(1);;2;;
;A400K;R402;049;1;;PART_NOTIV;1;;308;308;PARTICIPACAO NO SISTEMA DE NOTIFICACAO DE EVENTOS ADVERSOS - NOTIVISA;IIF(EMPTY(BAU->BAU_NTVISA),'N',BAU->BAU_NTVISA);;2;;
;A400K;R402;050;1;;PART_QUALI;1;;309;309;PARTICIPACAO NO SISTEMA DE QUALIDADE DOS PRESTADORES DE SERVICO NA SAUDE SUPLEME;IIF(Empty(BAU->BAU_PQUANS) .And. BAU->BAU_RECPRO == '1','N',BAU->BAU_PQUANS);;2;;
;A400K;R402;051;1;;NR_RCE_ES1;10;;310;319;NUMERO DO REGISTRO DE QUALIFICACAO DE ESPECIALISTA;IIF(!Empty(AESPEC[1][1]),StrZero(Val(AESPEC[1][5]),10),StrZero(0,10));;2;;
;A400K;R402;052;1;;NR_RCE_ES2;10;;320;329;NUMERO DO REGISTRO DE QUALIFICACAO DE ESPECIALISTA;IIF(!Empty(AESPEC[2][1]),StrZero(Val(AESPEC[2][5]),10),StrZero(0,10));;2;;
;A400K;R402;053;1;;NR_RC_2ES1;10;;330;339;Numero do Registro de Qualificacao de Especialista;IIF(!Empty(AESPEC[1][1]),StrZero(Val(AESPEC[1][6]),10),StrZero(0,10));;2;;
;A400K;R402;054;1;;NR_RC_2ES2;10;;340;349;Numero do Registro de Qualificacao de Especialista;IIF(!Empty(AESPEC[2][1]),StrZero(Val(AESPEC[2][6]),10),StrZero(0,10));;2;;
;A400K;R402;055;1;;NR_RCE_AT1;10;;350;359;Numero do Registro de Qualificacao de Area de Atuacao;IIF(!Empty(AESPEC[1][2]),StrZero(Val(AESPEC[1][7]),10),StrZero(0,10));;2;;
;A400K;R402;056;1;;NR_RCE_AT2;10;;360;369;Numero do Registro de Qualificacao de Area de Atuacao;IIF(!Empty(AESPEC[2][2]),StrZero(Val(AESPEC[2][7]),10),StrZero(0,10));;2;;
;A400K;R402;057;1;;NR_RC_2AT1;10;;370;379;Numero do Registro de Qualificacao de Area de Atuacao;IIF(!Empty(AESPEC[1][1]),StrZero(Val(AESPEC[1][11]),10),StrZero(0,10));;2;;
;A400K;R402;058;1;;NR_RC_2AT2;10;;380;389;Numero do Registro de Qualificacao de Area de Atuacao;IIF(!Empty(AESPEC[2][1]),StrZero(Val(AESPEC[2][11]),10),StrZero(0,10));;2;;
;A400K;R402;059;1;;ID_POS_GRA;1;;390;390;Indicador de pos-graduacao com no minimo 360 h e/ou residencia em saude reconhec;IIf(A400VETIPPRE()=='05' ,AESPEC[1][8],' ');;2;;
;A400K;R402;060;1;;RESERVADO;1;;391;391;Reservado para o futuro;Space(1);;2;;
;A400K;R402;061;1;;RESERVADO;1;;392;392;Reservado para o futuro;Space(1);;2;;
;A400K;R402;062;1;;NM_PREST;60;;393;452;Nome do Prestador.;PADR(BAU->BAU_NOME,60);;2;;
;A400K;R402;063;1;;RESERVADO;10;;453;462;Reservado;Space(10);;2;;
;A400K;R402;064;1;;ID_PUB_ANS;1;;463;463;Identifica se o prestador podera ser divulgado a ANS;IIF(BAU->BAU_DIVANS =='1','S','N');;2;;
;A400K;R402;065;1;;NR_CBO;6;;464;469;Classificacao Brasileira de Ocupacoes;PTUA400CBO();;2;;
;A400K;R402;066;1;;RESERVADO;1;;470;470;Reservado para o futuro;Space(1);;2;;
;A400K;R402;067;1;;CD_UNI_PRE;4;;471;474;Codigo da Unimed Prestadora;IIF(BA0->BA0_TPOPED=='1',cUniOri,'0000');;2;;
;A400K;R402;068;1;;ID_LOGIN_W;1;;475;475;Identifica se o prestador deve ser enviado para manutencao de login do WSD-TISS;IIF(BAU->BAU_ENVWSD=='1','S','N');;2;;
;A400K;R402;069;1;;ID_CADU;1;;476;476;Identifica se o prestador deve ser enviado para o CADU;IIF(BAU->BAU_RECPRO == '1','N', IIF (BAU->BAU_COPCRE == '2','N','S'));;2;;
;A400K;R402;070;1;;ID_INATIVO;1;;477;477;Identifica se o prestador esta inativo;P400INATIVO();;2;;
;A400K;R402;071;1;;SG_CONSELH;12;;478;489;Sigla do Conselho Profissional do Prestador;IIf(A400VETIPPRE()$'01|05',Padr(BAU->BAU_SIGLCR,12),Space(12));;2;;
;A400K;R402;072;1;;IND_GINEC_;1;;490;490;Indica a especialidade que o profissional atende;PTUA400GIN();;2;;
;A400K;R402;073;1;;TP_SEXO;1;;491;491;Sexo do Prestador, para envio de correspondencia.;PTUA400SEX();;2;;
;A400K;R402;074;1;;DT_ATUALIZ;8;;492;499;Data de atualizacao dos dados cadastrais.;CDATATU;;2;;
;A400K;R402;075;1;;COD_TIT_1;3;;500;502;Codigo de titulacao e certificacao de especialidades medicas;AESPEC[1][13];;2;;
;A400K;R402;076;1;;COD_TIT_2;3;;503;505;Codigo de titulacao e certificacao de especialidades medicas;AESPEC[2][13];;2;;
;A400K;R402;077;1;;I_RES_ESP1;1;;506;506;Indicador de residencia em saude reconhecida pelo MEC na especialidade 1;PTU400MEC("1");;2;;
;A400K;R402;078;1;;I_RES_ESP2;1;;507;507;Indicador de residencia em saude reconhecida pelo MEC na especialidade 2;PTU400MEC("2");;2;;
;A400K;R402;079;1;;I_RES_ATU1;1;;508;508;Indicador de residencia em saude reconhecida pelo MEC na area de atuacao 1;PTU400MEC("3");;2;;
;A400K;R402;080;1;;I_RES_ATU2;1;;509;509;Indicador de residencia em saude reconhecida pelo MEC na area de atuacao 2;PTU400MEC("4");;2;;
;A400K;R402;081;1;;NM_FANTASI;60;;510;569;Nome fantasia do prestador.;PadR(IIf(A400VETIPPRE()=='01' .Or. A400VETIPPRE()=='05','',IIF(BAU->BAU_TIPPE == 'F',BAU->BAU_NREDUZ,BAU->BAU_NFANTA)),60);;2;;
;A400K;R402;082;1;;IND_DR_P_D;1;;570;570;Indicador de Doutorado ou Pos-doutorado em saude reconhecido pelo MEC;PTUA400BLJ("01,05","3");;;;
;A400K;R402;083;1;;NR_CONSELH;15;;571;585;Numero do prestador no Conselho Profissional;IIf(A400VETIPPRE()=='01' .Or. A400VETIPPRE()=='05',SubStr(Trim(BAU->BAU_CONREG),1,15),space(15));;;;
;A400K;R402;084;1;;ID_ISO9001;1;;586;586;Indicador da ISO9001;Iif(BAU->BAU_IS9001 == "1","S","N");;;;
;A400K;R402;085;1;;NM_DIR_TEC;60;;587;646;Nome do Diretor Tecnico da entidade de saude.;IIf(A400VETIPPRE()=='01' .Or. A400VETIPPRE()=='05' .Or. A400VETIPPRE()=='07',Space(60),PLS400VLDA('NM_DIR_TEC'));;;;
;A400K;R402;086;1;;RESERVADO;10;;647;657;Reservado;space(10);;;;
;A400K;R402;087;1;;INDIC_MEST;1;;657;657;Indicador de Mestrado em Saude reconhecido pelo MEC;PTUA400BLJ("01,05","2");;;;
;A400K;R402;088;1;;ID_TIT_ESP;1;;658;658;Identificador de Titulo de Especialista;PTUA400BLJ("05","1");;;;
;A400K;R402;089;1;;INDIC_RESI;1;;659;659;Indicador de residencia em saude;PTUA400BLJ("05","0");;;;
;A400K;R402;090;1;;DT_NASC;8;;660;667;Data de nascimento;IIf(A400VETIPPRE()=='01',dtos(BAU->BAU_NASFUN),Space(8));;;;
;A400K;R403;001;1;;NR_SEQ;8;;001;008;NUM SEQUENCIAL DE UM REGISTRO EM UM ARQUIVO DE TRANSFERENCIA. INICIALIZAR COM 1;PTULN('R403');;2;;
;A400K;R403;002;1;;TP_REG;3;;009;011;TIPO DE REGISTRO PARA OS ARQUIVOS DE TROCA DE INFORMACOES BATCH.;'403';;2;;
;A400K;R403;003;1;;TP_END;1;;012;012;TIPO DE ENDERECO.;IIF(BB8->BB8_CORRES=='1','3','1');;2;;
;A400K;R403;004;1;;DS_END;40;;013;052;NOME DA VIA PUBLICA.;SUBSTR(BB8->BB8_END+SPACE(40),1,40);;2;;
;A400K;R403;005;1;;NR_END;6;;053;058;NUMERO NA VIA PUBLICA.;IIF(!EMPTY(SUBSTR(BB8->BB8_NR_END+SPACE(6),1,6) ),SUBSTR(BB8->BB8_NR_END+SPACE(6),1,6),'S/N');;2;;
;A400K;R403;006;1;;RESERVADO;15;;059;073;CAMPO RESERVADO;SPACE(15);;2;;
;A400K;R403;007;1;;DS_BAIRRO;30;;074;103;DESCRICSO DO BAIRRO.;SUBSTR(BB8->BB8_BAIRRO+SPACE(30),1,30);;2;;
;A400K;R403;008;1;;CD_MUNIC;7;;104;110;CODIGO DO MUNICIPIO, CONFORME CODIFICACSO DO IBGE.;STRZERO(VAL(BB8->BB8_CODMUN),7);;2;;
;A400K;R403;009;1;;NR_CEP;8;;111;118;NUMERO DO CEP.;STRZERO(VAL(BB8->BB8_CEP),8);;2;;
;A400K;R403;010;1;;NR_DDD;4;;119;122;NUMERO DO DDD.;A400DDD();;2;;
;A400K;R403;011;1;;NR_FONE_1;12;;123;134;NUMERO DO TELEFONE DO LOCAL DE ATENDIMENTO.;A400FONE(BB8->BB8_TEL);;2;;
;A400K;R403;012;1;;NR_FONE_2;12;;135;146;NUMERO DO TELEFONE DO LOCAL DE ATENDIMENTO.;A400FONE(BB8->BB8_TEL2);;2;;
;A400K;R403;013;1;;NR_FAX;12;;147;158;NUMERO DO FAX.;A400FONE(BB8->BB8_FAX);;2;;
;A400K;R403;014;1;;RESERVADO;40;;159;198;Reservado para o futuro;Space(40);;2;;
;A400K;R403;015;1;;RESERVADO;50;;199;248;Reservado para o futuro;Space(50);;2;;
;A400K;R403;016;1;;CD_CNES;7;;249;255;CODIGO NACIONAL DE ESTABELECIMENTO DE SAUDE;PTUA400CNE();;2;;
;A400K;R403;017;1;;NR_LEI_TOT;6;;256;261;NUMERO DE LEITOS TOTAIS - EXCETO UTI;IIF(A400VETIPPRE()=='02',STRZERO(BAU->BAU_NRLTOT,6),'000000');;2;;
